node_id,skill_tag,question,question_type,difficulty,answer_key
,MySQL,Redis AOF 重写的触发时机有哪些？,technical,medium,1. bgrewriteaof 命令执行；2. 主从复制完成 RDB 加载；3. 设置为待调度；4. 文件大小比例或绝对值超出阈值。注意不能有正在运行的 RDB 或 AOF 重写子进程。
,MySQL,Redis 中 save 和 bgsave 命令的区别是什么？,technical,easy,save 在主线程执行，会阻塞主线程；bgsave 创建子进程执行，不阻塞主线程。生产环境推荐使用 bgsave 以避免影响业务性能。
,MySQL,Redis 混合持久化的原理和优缺点是什么？,technical,hard,原理：重写时将共享内存以 RDB 格式写入，增量命令以 AOF 格式追加。优点：重启快且数据丢失少。缺点：可读性差，兼容性低（需 Redis 4.0+）。
,MySQL,Redis 如何实现高可用？,technical,medium,通过主从复制实现读写分离和数据副本一致。写操作先到主库，然后主库将写操作同步给从库，保证数据一致性并提供读扩展能力。
,MySQL,Redis 主从全量复制的过程是怎样的？,technical,medium,1. 从库建连并通知同步；2. 主库返回 runID 和 offset；3. 主库发送期间新收到的写命令给从库。确保数据在同步期间的完整性。
,MySQL,Redis 主从复制中的增量复制是如何工作的？,technical,medium,基于主从复制偏移量，当主从断开重连时，主库将断点后的写命令发送给从库进行同步，减少数据传输量，提高效率。
,Redis,Redis 从库宕机重连后如何进行数据同步？,technical,medium,从库发送 psync 命令及当前 offset。主库判断差值与 repl_backlog_buffer 大小。若差值过大则全量复制；若差值在 buffer 内则进行增量复制，发送差值范围内的写命令。
,Redis,Redis 主从同步有哪些模式？,technical,easy,主要有三种模式：全量复制（初次同步）、基于长连接的命令传播（正常运行）、增量复制（断线重连）。具体取决于 master_repl_offset 和 slave_repl_offset 的差值是否超过 repl_backlog_buffer。
,Redis,Redis 主从全量同步为什么使用 RDB 而不是 AOF？,technical,medium,1. RDB 是压缩二进制文件，体积小；AOF 记录每次写操作，文件大且冗余。2. AOF 刷盘策略影响性能；RDB 仅在定时备份或全量同步时触发，对性能影响小。
,Redis,Redis 哨兵模式的作用是什么？,technical,easy,监控主从是否正常，出现问题通知相关人员，实现自动主从切换（故障转移），并提供统一配置管理获取主从地址，解决手动恢复问题。
,Redis,Redis 为什么要使用切片集群方案？,technical,easy,当单台服务器无法承载大数据量时，将数据分布在不同服务器上，降低对单主节点的依赖，提高读写性能和系统可用性。
,Redis,什么是 Redis 主从复制？,technical,easy,将一个 Redis 服务器的数据复制到其他服务器。主节点可读写，写操作自动同步给从节点；从节点一般只读，执行同步过来的写命令。
,Redis,Redis 主从复制的同步过程是怎样的？,technical,medium,1.建立连接；2.主节点创建 RDB 快照；3.发送 RDB 文件和 AOF 缓冲区内容；4.从节点载入 RDB 并执行 AOF 命令；5.转入增量复制阶段；6.维持心跳和命令传播。
,Redis,Redis 哨兵机制是什么？,technical,easy,用于监控和管理 Redis 实例，实现自动故障转移和高可用性。由一组独立进程组成，定期检查状态，主节点宕机时选举新主节点。
,Redis,如何避免 Redis 主从数据不一致？,technical,medium,1.持久化和复制配置（启用 RDB/AOF）；2.保证网络稳定性（同机房，低延迟）；3.监控和报警（监测复制延迟、连接状态）。
,Redis,Redis 哨兵机制的工作原理是什么？,technical,medium,1.监控所有实例健康；2.故障检测（主不可用）；3.故障转移（选举新主，通知从节点更新）；4.自动恢复（主节点可用后重新加入）。
,Redis,Redis 切片集群的工作原理是什么？,technical,hard,1.数据分片（16384 个槽）；2.节点间 Gossip 通信；3.数据分布（CRC16 哈希定槽）；4.故障检测与槽重分配；5.客户端路由（直接计算槽发送请求）；6.数据复制（主从异步）。
,Redis,什么是 Redis 集群脑裂？,technical,hard,主节点网络异常与从节点失联，但与客户端正常。客户端继续向主节点写入数据，导致主从数据不一致。需通过 quorum 机制等防止误判。
,Redis,集群脑裂导致数据丢失的原因及解决方案是什么？,technical,medium,原因：主节点失联但网络未断，哨兵选举新主，旧主恢复后降级，期间写入旧主的数据丢失。解决：设置从节点阈值 N 和 ACK 延迟 T，当不满足条件时禁止主节点写数据，防止脑裂产生双主。
,Redis,Redis 的过期删除策略有哪些？,technical,easy,包括定时删除（CPU 占用高）、惰性删除（浪费内存）和定期删除（随机抽查）。Redis 采用惰性删除 + 定期删除的组合策略，平衡 CPU 使用和内存浪费。
,Redis,Redis 实际采用的过期删除策略是什么，具体流程如何？,technical,medium,采用惰性删除 + 定期删除。惰性删除在访问 key 时检查过期；定期删除每隔 10s 随机抽 20 个 key 检查，若过期占比超 25% 则继续删除，否则停止等待下一轮。
,Redis,Redis 常见的内存淘汰策略有哪些？,technical,medium,包括 NoEviction、VolatileTTL、VolatitleLRU/LFU/Random、AllKeysLRU/LFU/Random 等。可通过 config get maxmemory-policy 命令查看当前策略配置。
,Redis,Redis 中的 LRU 算法和 LFU 算法有什么区别？,technical,medium,LRU 基于最近访问时间，近似实现为随机采样淘汰最久未用；LFU 基于使用频率，维护计数淘汰最少访问对象。LRU 关注近期热度，LFU 关注长期热度。
,Redis,什么是缓存雪崩，如何避免？,technical,medium,大量缓存同时失效或 Redis 宕机导致 DB 压力剧增。解决：过期时间加随机数、互斥锁重建缓存、后台更新、服务熔断限流、构建高可靠集群。
,Redis,什么是缓存击穿？,technical,easy,热点 key 过期时，大量并发请求查询该缓存不存在的数据，导致请求直接访问数据库，增加数据库压力。
,Redis,什么是缓存穿透？,technical,medium,访问的数据既不在缓存也不在数据库，导致请求直接查询数据库增加负载。原因包括业务误删数据或恶意攻击构造不存在的 Key。解决办法：对非法请求限流、在缓存中设置空值、使用布隆过滤器快速判断数据是否存在。
,Redis,如何保证数据库和缓存的一致性？,technical,hard,常用 Cache Aside 策略：写时先更新数据库再删除缓存。若对命中率要求高可采用更新缓存方案，但需通过分布式锁或短过期时间解决并发不一致问题。确保删除成功可使用重试机制、消息队列或订阅 Binlog。
,Redis,如何保证删除缓存操作一定能成功？,technical,hard,1. 重试机制：失败后从消息队列重读数据再次删除；2. 引入消息队列：异步处理删除任务；3. 订阅 Binlog：模拟 MySQL 从节点解析日志，获取操作数据后执行删除，确保最终一致性。
,Redis,什么是 Redis，具有哪些特点？,technical,easy,"基于内存的键值存储数据库，读写速度极快。支持多种数据结构（String, Hash, List 等），提供分布式特性。常用于缓存、消息队列、分布式锁及键值存储，具有高可扩展性和可用性。"
,Redis,Redis 为什么快？,technical,medium,"1. 基于内存操作，减少磁盘 IO；2. 设计了高效的专用数据结构（如 SDS, 跳表）；3. 单线程模型避免上下文切换和资源竞争；4. 采用 I/O 多路复用机制同时监听多个 Socket。"
,Redis,为什么 Redis 是单线程？,technical,medium,网络请求模块使用单线程处理，减少上下文切换开销和资源竞争导致的锁问题。官方认为 CPU 不是瓶颈（瓶颈在内存或带宽），单线程易实现且性能足够，无需复杂的多线程同步。
,Redis,Redis 为什么又要引入多线程呢？,technical,medium,Redis 6.0 引入多线程主要是为了解决网络 I/O 模块带来的 CPU 耗时问题。多线程用于处理网络 I/O，充分利用 CPU 资源，减少网络 I/O 阻塞带来的性能损耗，性能提升至少一倍以上。
,Redis,Redis 有哪些常见数据类型？,technical,easy,五种常见类型：String（字符串）、Hash（哈希）、List（列表）、Set（集合）、Zset（有序集合）。后续版本新增 BitMap、HyperLogLog、GEO、Stream 四种特殊类型，分别用于位运算、基数估算、地理位置和消息队列。
,Redis,Redis 数据类型的常见应用场景有哪些？,technical,medium,String 用于缓存对象、计数、分布式锁；Hash 用于对象存储、购物车；List 用于消息队列；Set 用于去重、交集计算（点赞、抽奖）；Zset 用于排行榜。BitMap 用于签到状态，HLL 用于 UV 统计，GEO 用于地理位置，Stream 用于高级消息队列。
,Redis,Redis 底层使用了什么数据结构？,technical,hard,1. SDS：简单动态字符串，存储二进制安全数据；2. 双端链表：实现 List；3. 压缩列表：元素少时节省内存；4. 哈希表：实现 Hash 类型；5. 整数集合：存储整数值；6. 跳表：实现 Sorted Set，查找复杂度 O(logN)。
,Redis,Redis与MySQL的区别是什么？,technical,medium,Redis基于键值对，存内存，用命令集，高性能低延迟，适合读多写少。MySQL是关系型，存磁盘，用SQL，支持复杂查询和事务，适合大规模数据集。
,Redis,Redis与Memcached有什么区别？,technical,medium,Redis支持多种数据结构，有持久性，通常更快（单线程）。Memcached仅简单键值，重启丢数据，多线程。Redis适合丰富功能及高可用场景。
,Redis,Redis为什么不使用红黑树，而使用跳表？,technical,hard,1. 跳表实现简单，易调试。2. 范围查询支持好，符合有序集合特性。3. 插入删除性能较好，尤其在有序集合场景下。
,Redis,Redis如何实现分布式锁？,technical,medium,使用SETNX命令，key不存在则加锁。设置unique_value防误删，解锁时校验。设置过期时间（EX/PX）防死锁。
,Redis,Redis持久化机制有哪些？,technical,medium,1. AOF日志：追加写操作命令。2. RDB快照：二进制写入磁盘。3. 混合持久化：Redis 4.0新增，集成两者优点。
,Redis,AOF的三种写回策略是什么？,technical,easy,Always（每次同步）、Everysec（每秒同步）、No（系统决定）。可靠性从高到低，性能从低到高。
,Redis,什么是Redis事务？,technical,medium,一组命令有序执行，不被打断。用MULTI/EXEC。命令入队等待EXEC执行。支持WATCH监视，键被修改则取消事务。
,Redis,缓存中的热点数据和冷数据是什么？,technical,easy,热数据指访问次数较多，冷数据指访问很少或不访问。只有热数据在缓存中才有价值。
,Redis,Redis集群模式有哪些？,technical,medium,1. 主从复制：数据复制到从节点。2. 哨兵：监控状态，自动故障转移。3. 切片集群：数据分布，降低单点依赖。
,Redis,Redis的哨兵是用来做什么的？,technical,easy,监控Redis实例状态，发现主节点故障并自动进行故障转移。监控连接状态、持久性问题等。
,Redis,主从模式的同步过程是怎样的？,technical,hard,1. 连接协商：交换runID和进度。2. 全量同步：主发RDB快照，从加载。3. 增量同步：主记写命令，从执行PSYNC。
,Redis,Redis哨兵的工作原理是什么？,technical,hard,1. 判断存活：定期PING，无响应视为主观下线。2. 选出新主：协调选举从节点升级为主，通知其他切换。
,Redis,Redis 哨兵模式下主从切换的具体流程是什么？,technical,medium,1. 选择候选从服务器（通常选复制偏移量最大的）。2. 计算投票（考量偏移量、连接质量、优先级）。3. 达成共识（多数哨兵同意）。4. 更新配置信息（通知其他哨兵和客户端）。5. 通知客户端新主节点位置。
,Redis,什么是缓存雪崩、击穿和穿透？分别如何解决？,technical,medium,雪崩：大量缓存同时失效。解法：分散过期时间或永不过期。击穿：热点 key 过期导致高并发查库。解法：互斥锁或逻辑过期。穿透：查询不存在的数据。解法：布隆过滤器或参数合法性校验。
,Redis,在实际应用中 Redis 通常有哪些使用场景？,technical,easy,1. 缓存层：存储频繁访问数据，提高访问速度。2. 消息队列：通过发布订阅模式传递消息。3. 数据存储：存储会话数据、计数器等。
,Redis,什么是单例模式？有哪些常见实现方式？,technical,medium,确保一个类只有一个实例并提供全局访问点。关键点：私有构造函数、私有静态变量、公有静态方法。常见实现包括懒汉式（延迟加载，线程不安全）和饿汉式（加载即创建，线程安全）。
,Redis,单例模式有哪些常见的实现方式？,technical,easy,主要有五种：饿汉式、懒汉式（线程安全）、双重检查锁（DCL）、静态内部类、枚举类。
,Redis,饿汉式和懒汉式单例有什么区别？,technical,easy,饿汉式在类加载时就实例化，线程安全但可能浪费资源；懒汉式延迟到使用时才实例化，节约资源但需处理线程安全问题。
,Redis,线程安全的懒汉式单例有什么缺点？,technical,medium,虽然解决了线程安全问题，但性能较低。因为每次调用 get 方法都要加锁，即使实例已创建，后续线程仍需等待锁释放，造成阻塞。
,Redis,双重检查锁（DCL）是如何解决线程安全和性能问题的？,technical,medium,通过两次 null 检查和 synchronized 锁。第一次检查避免不必要的锁开销，第二次检查保证线程安全。仅首次实例化时加锁，提升性能。
,Redis,为什么双重检查锁中需要使用 volatile 关键字？,technical,hard,防止指令重排。new 对象过程涉及分配内存、初始化、赋值，重排可能导致线程获取未初始化对象。volatile 禁止重排，保证可见性和有序性。
,Redis,静态内部类如何实现线程安全的单例？,technical,medium,利用 JVM 类加载机制。外部类加载时内部类不加载，调用 getInstance 时触发内部类加载并初始化实例。JVM 保证初始化只执行一次且线程安全。
,Redis,枚举类实现单例有什么优势？,technical,medium,写法简单，天然线程安全。最重要的是能防止反射攻击和反序列化调用，确保在任何情况下都只有一个实例。
,Redis,如何防止反序列化破坏单例模式？,technical,medium,重写 readResolve() 方法。在反序列化过程中，该方法返回已有的 singleton 实例，从而避免创建新的对象实例。
,Redis,单例模式通常适用于哪些应用场景？,technical,easy,适用于资源共享场景，如数据库连接池、线程池等。用于控制对特定资源的访问，避免重复创建和浪费系统资源。
,Redis,什么是单例模式？其核心特点是什么？,technical,easy,确保一个类只有一个实例，并提供全局访问点。常用于配置信息、日志记录器、线程池等场景。避免数据不致性和内存浪费，提高性能。
,Redis,单例模式的适用场景有哪些？,technical,easy,1. 频繁实例化然后销毁的对象；2. 实例化耗费时间或资源多的对象（如数据库连接池）；3. 控制资源通信（如线程池）。
,Redis,什么是工厂模式？它主要分为哪几种类型？,technical,medium,一种创建型设计模式，封装对象创建逻辑，不对客户端暴露创建细节。通常分为简单工厂、工厂方法和抽象工厂三类。
,Redis,简单工厂模式与工厂方法模式有什么区别？,technical,medium,简单工厂由一个类负责创建多个产品，新增产品需修改工厂类，违反开闭原则。工厂方法将工厂变为抽象接口，具体创建交给子类，通过多态解决分支，更符合开闭原则。
,Redis,抽象工厂模式的作用及与工厂方法模式有何不同？,technical,hard,抽象工厂提供创建一系列相关对象的接口。工厂方法每厂只产一类产品，抽象工厂统一生产一族产品。新增产品族方便，但新增产品等级结构改动大。
,Redis,工厂模式的主要应用场景有哪些？,technical,medium,1. 不知道所需具体类时；2. 希望子类指定创建对象时；3. 委托子类代理时。例如：根据数据库类型创建连接、根据文件类型选择解析器等。
,Redis,什么是观察者模式？其主要构成有哪些？,technical,medium,定义一对多依赖关系，主题状态变化时通知所有观察者。主要构成包括主题（Subject）、观察者（Observer）、具体主题和具体观察者。
,Redis,观察者模式的优缺点分别是什么？,technical,medium,优点：解除耦合，双方依赖抽象。缺点：调试复杂，Java中消息通知顺序执行，一个观察者卡顿会影响整体效率，常采用异步实现。
,Redis,观察者模式的使用场景有哪些？,technical,medium,1.事件处理（如 GUI 按钮点击）；2.发布订阅模型（消息队列、事件总线）；3.MVC 架构中模型与视图通信；4.异步任务完成通知。
,Redis,什么是代理模式？,technical,easy,代理模式是一种结构型设计模式，主要目的是在访问某个对象时引入代理对象，通过代理控制对原始对象的访问。用于实现懒加载、控制访问、监控对象等场景。
,Redis,代理模式的主要角色有哪些？,technical,medium,1.抽象主题（Subject）：定义代理和真实对象的共同接口；2.真实主题（Real Subject）：实际执行业务逻辑的对象；3.代理（Proxy）：包含真实主题引用，控制访问并负责实例创建或删除。
,Redis,代理模式的常见应用场景有哪些？,technical,medium,1.远程代理：隐藏不同地址空间对象；2.虚拟代理：按需创建大对象（如图片懒加载）；3.安全代理：控制访问权限；4.智能指引：附加内务处理（如引用计数、内存装入）。
,Redis,什么是策略模式？,technical,easy,策略模式是一种行为设计模式，定义了一系列算法并单独封装，使它们可以互相替换。算法独立于客户端变化，对外接口一致，仅内部实现不同。
,Redis,策略模式的主要构成部分有哪些？,technical,medium,1.策略接口（Strategy）：定义算法抽象；2.具体策略类（ConcreteStrategy）：实现具体算法；3.环境类（Context）：操作策略上下文，持有策略接口引用并设置具体策略。
,Redis,策略模式的优缺点是什么？,technical,medium,优点：避免多重条件转移语句，降低复杂度，代码易维护。缺点：客户端必须知道所有策略类并自行决定使用哪一个，适用场景受限。
,Redis,什么是装饰模式（Decorator Pattern）？,technical,easy,装饰模式是一种结构型设计模式，允许在不改变原始类接口的情况下，动态地添加功能或责任。通过创建装饰类包裹原始类实例，提供额外功能，比生成子类更灵活。
,Redis,装饰模式的主要角色有哪些？,technical,medium,1. 组件接口：定义共同接口；2. 具体组件：实现接口，被装饰对象；3. 装饰器：持有组件引用，实现接口，通常是抽象类；4. 具体装饰器：继承装饰器，实现具体逻辑。
,Redis,装饰模式在什么情况下使用？,technical,medium,当需要执行特殊行为时，客户代码可以在运行时根据需要有选择地、按顺序地使用装饰功能包装对象。将每个要装饰的功能放在单独的类中，进行动态包装。
,Redis,装饰模式与生成子类相比有什么优势？,technical,medium,装饰模式比生成子类更为灵活。它允许动态地添加功能，而不需要修改原始类或创建大量子类，避免了继承带来的高耦合和静态扩展限制。
,Redis,代码示例中如何体现策略模式的使用？,technical,medium,通过 cart.setPricingStrategy() 设置不同的策略（如九折、满减），调用 checkout() 计算价格。策略模式将算法封装起来，使它们可以互相替换，独立于用户使用。
,Redis,23 种设计模式分为哪几类？,technical,easy,分为三大类：1. 创建型模式（工厂方法、抽象工厂、原型、单例、构建器）；2. 结构型模式（适配器、桥接、组合、装饰、外观、享元、代理）；3. 行为型模式（职责链、命令、解释器等）。
,Redis,什么是单例模式（Singleton）？,technical,easy,保证一个类只有一个实例，并提供一个访问它的全局访问点。常用于全局配置、数据库连接池等场景，确保资源唯一性。
,Redis,什么是工厂方法模式（Factory Method）？,technical,medium,定义一个创建对象的接口，但由子类决定需要实例化哪一个类。使得子类实例化的过程推迟，解耦了客户端与具体产品类的依赖。
,Redis,什么是抽象工厂模式（Abstract Factory）？,technical,medium,提供一个接口，可以创建一系列相关或相互依赖的对象，而无需指定他们具体的类。用于创建产品族，保证产品的一致性。
,Redis,什么是适配器模式（Adapter）？,technical,easy,将一个类的接口转换成用户希望得到的另一个接口。使原本不相容的接口得以协同工作，速记关键字：转换接口。
,Redis,什么是代理模式（Proxy）？,technical,medium,为其他对象提供一种代理以控制这个对象的访问。常用于权限控制、日志记录、延迟加载等场景，不暴露真实对象细节。
,Redis,什么是观察者模式（Observer）？,technical,medium,定义对象间的一种一对多的依赖关系，当一个对象的状态发生改变时，所有依赖于它的对象都得到通知并自动更新。用于事件驱动系统。
,Redis,什么是策略模式（Strategy）？,technical,medium,定义一系列算法，把它们一个个封装起来，并且使它们之间可互相替换，从而让算法可以独立于使用它的用户而变化。避免大量的 if-else 判断。
,Redis,什么是模板方法模式（Template Method）？,technical,medium,定义一个操作中的算法框架，而将一些步骤延迟到子类中，使得子类可以不改变一个算法的结构即可重新定义算法的某些特定步骤。
,Redis,什么是单一职责原则（Single Responsibility）？,technical,easy,在设计类的时候要尽量缩小粒度，使功能明确、单一，不要做多余的事情。遵循高内聚、低耦合的原则，一个类只负责一项职责。
,Redis,什么是开闭原则（Open/Closed）？,technical,medium,软件实体（类、模块、函数等）应该对扩展开放，对修改关闭。意味着可以通过扩展来添加新功能，而不必修改现有代码。
,Redis,什么是里氏替换原则（Liskov Substitution）？,technical,medium,子类型必须能够替换掉它们的基类型。程序中如果有基类和子类，可以用子类对象替换基类对象，而程序的行为仍然是正确的。
,Redis,什么是接口隔离原则（Interface Segregation）？,technical,medium,不应该强迫一个类实现它不需要的接口。一个类不应该对它用不到的方法负责。提倡使用多个专门的接口，而不是一个总的大接口。
,Redis,什么是依赖倒置原则（Dependency Inversion）？,technical,medium,高层模块不应该依赖于低层模块，而是应该依赖于抽象。抽象不应该依赖于具体实现，具体实现应该依赖于抽象。例如 Java 数据库接口。
,Redis,为什么组合优于继承？,technical,hard,继承耦合度高，基类固定；组合耦合度低，通过组合类的指针传入不同类。优先使用组合（contains a）而非继承（is a）来达到目的，避免高耦合。
,Redis,组合与继承的区别是什么？,technical,medium,继承暴露实现细节，破坏封装性，是白箱复用；组合通过成员对象接口交互，是黑箱复用。组合降低耦合度，系统更灵活，可运行时动态引用，但需管理较多对象。
,Redis,什么是迪米特法则？,technical,medium,指一个对象应当对其他对象有尽可能少的了解，即“不和陌生人说话”。要求优先考虑不变类、降低访问权限、谨慎使用序列化。优点是降低耦合，缺点是过多使用会产生大量中介类。
,Redis,请手写单例设计模式，常见的实现方式有哪些？,technical,medium,常见四种：1.饿汉式（类加载时创建）；2.懒汉式（双重检查锁定，线程安全）；3.静态内部类（延迟加载且线程安全）；4.枚举单例（防止反射和序列化攻击）。
,Redis,你在实际开发中用过哪些设计模式？,technical,easy,1.单例模式（数据库连接、日志管理）；2.工厂模式（创建复杂对象、实现类选择）；3.观察者模式（界面与数据模型通信、事件处理）。
,Redis,设计模式有哪些基本原则需要遵守？,technical,medium,包括单一职责、开闭原则、里氏替换、接口隔离等。核心是高内聚低耦合，对扩展开发对修改关闭，子类完全替换父类不改变行为，建立单一接口而非庞大接口。
,Redis,什么是单一职责原则？,technical,easy,在设计类时要尽量缩小粒度，使功能明确单一，不做多余事情。目的是高内聚低耦合，虽然类较小精悍，但可通过结构性模式组合复用。
,Redis,什么是开闭原则？,technical,medium,一个类应该对扩展开发，对修改关闭。关键做好封装，隐藏内部实现细节，提供足够接口，外部代码通过接口扩展功能而不侵入类内部。
,Redis,什么是里氏替换原则？,technical,medium,子类能够完全替换父类，不会改变父类定义的行为。例如基类鸟类有飞行方法，所有子类都应能飞，若不能则应使用接口代替继承。
,Redis,什么是接口隔离原则？,technical,easy,不应该强迫客户依赖于它们不需要的接口。应建立单一接口，不要建立庞大接口，尽量细化，接口中的方法要建少。
,操作系统,MMU 如何通过页表实现虚拟页的访问控制？,technical,medium,MMU 每次读取页表中的一个页表条目 (PTE)，通过在 PTE 中添加标志位（如读写执行权限），来控制对虚拟页的访问权限。
,操作系统,什么是用户态和内核态？它们的区别是什么？,technical,medium,用户态进程不能执行特权指令，不能直接访问内核空间；内核态进程可执行任何指令并访问所有内存。通过控制寄存器的模式位区分，用户态需通过系统调用访问内核。
,操作系统,操作系统中的上下文切换涉及哪些内容？,technical,medium,"涉及保存和恢复各种寄存器、TLB、程序计数器、用户栈、内核栈以及内核中的数据结构（如 task_struct, mm_struct）。"
,操作系统,为什么需要虚拟内存？,technical,medium,1. 结合磁盘和内存优势，提供大容量高速存储。2. 提供独立内存空间，简化链接装载，支持共享。3. 隔离进程访问权限，提高安全性。
,操作系统,什么是文件？,technical,easy,文件是操作系统提供的一种抽象机制，用于在磁盘上保存信息并方便以后读取，使用户无需了解存储细节。
,操作系统,常见的文件结构有哪些？,technical,easy,1. 字节结构（最大灵活度）。2. 记录序列（固定长度记录）。3. 树结构（按键字段排序，支持快速查找）。
,操作系统,常见的文件类型有哪些？,technical,easy,包括普通文件、目录、字符特殊文件（如终端）、块特殊文件（如磁盘设备）。
,操作系统,文件的访问方式有哪些？,technical,easy,1. 顺序访问：按顺序读取全部字节。2. 随机访问：可以以任何次序读取字节或记录。
,操作系统,常见的文件系统操作（系统调用）有哪些？,technical,easy,"create(创建), delete(删除), open(打开), close(关闭), read(读取), write(写入), append(追加), seek(定位), get/set attributes(获取/设置属性), rename(重命名)。"
,操作系统,目录系统的类型及路径名是如何分类的？,technical,medium,目录系统分为一级目录系统和层级目录系统。路径名分为绝对路径名（从根目录开始）和相对路径名（相对于当前工作目录）。
,操作系统,文件在磁盘上的连续分配方式有什么特点？,technical,medium,将文件作为一连串连续数据块存储。优势是实现简单（只需记录首块地址和块数），且操作性能较好（适合顺序访问）。
,操作系统,文件分配方式有哪些？,technical,medium,主要有连续分配、链表分配、索引分配（如 FAT 和 i 节点）。连续分配只需一次寻找；链表分配可充分利用磁盘块但指针占用空间；FAT 将指针放内存；i 节点记录属性和地址。
,操作系统,什么是文件分配表（FAT）？,technical,easy,将每个磁盘块的指针字放在内存的一个表中。解决了链表分配需要从多个磁盘获取拼接信息的开销问题，提高了系统的运行效率。
,操作系统,i 节点的作用是什么？,technical,medium,给每个文件赋予一个数据结构，列出文件属性和文件的磁盘地址。将属性存放在 i 节点而非目录项中，使目录项更短，节省空间。
,操作系统,目录的实现方式有哪些？,technical,easy,简单目录（包含固定大小的目录项，有磁盘地址和属性）；采用 i 节点的系统（把文件属性存放在 i 节点中而不是目录项中，目录项会更短）。
,操作系统,文件共享是如何实现的？,technical,medium,通过链接（link）联系。这样文件系统本身就是一个有向无环图（DAG），而不是一棵树，允许多个用户共享同一文件。
,操作系统,日志结构文件系统（LFS）和日志文件系统有什么区别？,technical,hard,LFS 因与文件系统不匹配未被广泛应用；日志文件系统保存操作日志以便崩溃恢复，如 NTFS、ext3 等实际应用中广泛使用。
,操作系统,虚拟文件系统（VFS）的作用是什么？,technical,medium,将多个文件系统整合到一个统一的结构中，对用户和进程不可见。例如 Linux 支持多种文件系统挂载，对外呈现单一层级。
,操作系统,如何记录空闲块？,technical,medium,磁盘块链表（存放空闲表）、位图（1 表示空闲，0 表示已分配）、磁盘配额（限制用户拥有文件和块的最大数量）。
,操作系统,文件系统一致性问题的原因是什么？,technical,medium,修改过的磁盘块未全部写回前系统崩溃，特别是 i 节点、目录块或空闲表块未写回时，会导致文件系统处于不一致状态。
,操作系统,如何提高文件系统性能？,technical,medium,使用高速缓存（block/buffer cache）、块提取读（提前写入高速缓存）、减少磁盘臂运动（顺序访问块放在一起）。
,操作系统,磁盘碎片整理的作用是什么？,technical,easy,移动文件使它们相邻，并把所有的空闲空间放在一个或多个大的连续区域内，以提高访问效率。
,操作系统,磁盘 IO 过程包括哪些步骤？,technical,easy,寻道（将磁头移动到指定磁道）、旋转（将磁头旋转到磁道中的指定扇区）、传输（对指定扇区进行磁盘数据 IO 读写）。
,操作系统,为什么要对磁盘进行盘块号抽象？,technical,medium,用户直接使用 C/H/S 不友好，通过一层抽象，用户只用盘块号，由系统根据 block 计算出 C/H/S，简化访问流程。
,操作系统,常见的磁盘调度算法有哪些？,technical,medium,FCFS（公平但慢）、SSTF（寻道时间短但有饥饿风险）、SCAN（电梯算法，不会造成饥饿，双向扫描）。
,操作系统,什么是生磁盘和熟磁盘？,technical,easy,生磁盘是根据盘块号来使用磁盘；熟磁盘是根据文件来使用磁盘，引入了更高一层次的抽象概念，方便普通用户使用。
,操作系统,常见的文件实现方式有哪些？,technical,easy,主要有三种：1. 顺序结构：连续存放，FCB 记录起始块号；2. 链式结构：指针链接，利于增删；3. 索引结构。
,操作系统,顺序结构存储文件的优缺点是什么？,technical,easy,优点：查找快，通过 FCB 和偏移计算盘块号。缺点：不利于修改，增删代价大，易产生外部碎片。
,操作系统,链式结构存储文件的优缺点是什么？,technical,easy,优点：利于文件的增删操作。缺点：不利于随机查询，需遍历链表，无法直接定位。
,操作系统,操作系统中如何让外设动起来？,technical,medium,1. CPU 向外设控制器发送指令（out 指令）；2. 形成文件视图统一指令形式；3. 利用中断通知 CPU 处理完成。
,操作系统,键盘是如何工作的？,technical,medium,通过中断处理扫描码获取对应 ASCII 码，将 ASCII 码加入缓冲队列 read_que 中，等待上层程序调用。
,操作系统,什么是 IO 多路复用？,technical,easy,单个线程或进程中处理多个输入输出操作的机制。允许单个进程同时监视多个文件描述符，就绪时立即响应。
,操作系统,select、poll 和 epoll 的区别和联系是什么？,technical,hard,均为 I/O 多路复用技术。select 有 FD 数量限制且需遍历；poll 无数量限制但仍需轮询；epoll 事件驱动，高效，仅 Linux 可用。
,操作系统,select 的主要限制有哪些？,technical,medium,1. FD 数量限制（通常 1024）；2. 效率低（需遍历集合）；3. 非实时性（每次调用需重新设置集合）。
,操作系统,epoll 的主要优点是什么？,technical,medium,1. 高效：事件驱动，无需遍历；2. 可扩展：支持任意数量 FD；3. 实时性：内核事件表记录，无需重复设置。
,操作系统,Linux 内存管理的段包括哪些？,technical,easy,包括文本段（TEXT）、已初始化数据段（DATA）、未初始化数据段（BSS）、堆段、文件映射段、栈段。
,操作系统,栈段的增长方向是怎样的？,technical,easy,栈区从高地址位向低地址位增长，大小一般固定（如 8MB），系统提供参数可自定义大小。
,操作系统,32 位处理器的 Linux 虚拟内存空间是多少？,technical,easy,每个进程认为拥有 4G 空间，实际上在虚拟内存对应的物理内存上，可能只对应一点点物理内存。
,操作系统,如何处理虚拟地址和物理地址的关系？,technical,medium,采用分页机制，通过页表映射。由硬件 MMU 和软件内存管理模块共同完成两次映射：先映射到虚拟内存空间，再映射到物理内存空间。
